Cost_Record_ID,Date,Mess_Hall_ID,Menu_Item,Primary_Ingredient,Ingredient_Quantity_kg,Market_Price_Per_Kg_INR,Total_Ingredient_Cost_INR,Labour_Cost_INR,Fuel_Cost_INR,Total_Cost_INR,Waste_Cost_INR,Supplier_ID,Price_Spike_Flag,Procurement_Method,Batch_Quality_Grade
CR-20250226-MH_G-ALOO,2025-02-26,MH_G,Aloo Paratha,Potato,24.62,48.91,1204.16,499.87,99.76,1803.79,263.48,V06,False,Contract,A
CR-20250226-MH_G-PANE,2025-02-26,MH_G,Paneer Curry,Paneer,26.98,365.51,9861.46,,,9861.46,1639.34,V02,False,Spot_Market,B
CR-20250226-MH_G-DAL,2025-02-26,MH_G,Dal Tadka,Dal,69.18,148.91,10301.59,747.57,67.31,11116.47,2793.98,V06,False,Contract,
CR-20250226-MH_G-BHEL,"February 26, 2025",MH_G,Bhel Puri,Puffed Rice,48.48,55.32,2681.91,339.44,,3021.35,879.59,V06,False,Contract,A
CR-20250227-MH_A-CHOL,2025-02-27,MH_A,Chole Bhature,Chickpea,17.81,101.47,1807.18,585.26,52.19,2444.63,825.89,V07,False,Contract,B
CR-20250227-MH_A-TEA,"February 27, 2025",MH_A,Tea,Tea Leaves,3.25,361.18,1173.84,440.1,,1613.94,284.17,V06,False,Contract,A
CR-20250227-MH_A-CORN,2025-02-27,MH_A,Cornflakes,Maize,55.38,53.14,2942.89,597.44,259.37,3799.7,1024.69,V03,False,Spot_Market,A
CR-20250227-MH_A-DAL,"February 27, 2025",MH_A,Dal Tadka,Dal,43.55,117.64,5123.22,465.54,68.26,5657.02,1381.59,V11,False,Contract,A
CR-20250227-MH_B-MUTT,27/02/2025,MH_B,Mutton Curry,Mutton,17.21,678.42,11675.61,665.78,131.99,12473.38,2008.92,V01,False,Spot_Market,A
CR-20250227-MH_B-FISH,"February 27, 2025",MH_B,Fish Fry,Fish,22.71,370.43,8412.47,,298.77,8711.24,1779.4,V02,False,Contract,
CR-20250227-MH_B-KHIC,2025-02-27,MH_B,Khichdi,Rice,30.4,105.07,3194.13,473.62,233.52,3901.27,681.87,V08,False,Contract,
CR-20250227-MH_B-EGG,2025-02-27,MH_B,Egg Curry,Egg,9.62,9.73,93.6,582.82,,676.42,77.03,V12,False,Spot_Market,A
CR-20250227-MH_G-VEGE,2025-02-27,MH_G,Vegetable Soup,Mixed Vegetables,26.81,75.5,2024.15,,,2024.15,423.25,V09,False,Spot_Market,
CR-20250227-MH_G-BREA,2025-02-27,MH_G,Bread-Omelette,Egg,60.91,13.25,807.06,682.05,238.12,1727.23,317.3,V06,False,Contract,
CR-20250227-MH_G-KHEE,27/02/2025,MH_G,Kheer,Milk,58.78,76.36,4488.44,,81.21,4569.65,1070.16,V11,False,Spot_Market,A
CR-20250227-MH_G-ALOO,27/02/2025,MH_G,Aloo Dum,Potato,63.78,40.85,2605.41,698.96,196.43,3500.8,626.92,V04,False,Spot_Market,A
CR-20250228-MH_A-BREA,28/02/2025,MH_A,Bread-Omelette,Egg,54.73,13.6,744.33,664.84,265.47,1674.64,440.17,V09,False,Spot_Market,A
CR-20250228-MH_A-ROTI,28/02/2025,MH_A,Roti-Sabzi,Wheat,61.85,42.49,2628.01,680.03,,3308.04,591.3,V10,False,Contract,C
CR-20250228-MH_A-PURI,2025-02-28,MH_A,Puri-Sabzi,Wheat,59.3,75.79,4494.35,386.22,169.48,5050.05,1405.06,V03,False,Spot_Market,A
CR-20250228-MH_B-EGG,2025-02-28,MH_B,Egg Fried Rice,Egg,49.58,10.32,511.67,621.27,,1132.94,270.99,V05,False,Contract,C
CR-20250228-MH_B-EGG,2025-02-28,MH_B,Egg Bhurji,Egg,39.66,12.92,512.41,,263.51,775.92,156.76,V11,False,Contract,A
CR-20250228-MH_B-CHAN,2025-02-28,MH_B,Chana Masala,Chickpea,77.44,103.56,8019.69,370.61,228.34,8618.64,2504.92,V02,False,Spot_Market,A
CR-20250228-MH_G-PANE,"February 28, 2025",MH_G,Paneer Curry,Paneer,15.94,483.66,7709.54,570.71,103.6,8383.85,2581.72,V08,False,Contract,A
CR-20250228-MH_G-EGG,2025-02-28,MH_G,Egg Fried Rice,Egg,48.5,12.09,586.37,405.89,252.15,1244.41,204.76,V12,False,Contract,A
CR-20250228-MH_G-ALOO,2025-02-28,MH_G,Aloo Gobi,Potato,15.19,58.22,884.36,715.35,103.63,1703.34,368.58,V04,False,Contract,C
CR-20250301-MH_A-BAIN,"March 01, 2025",MH_A,Baingan Bharta,Brinjal,18.38,44.61,819.93,287.4,291.93,1399.26,182.1,V06,False,Contract,A
CR-20250301-MH_A-RAJM,2025-03-01,MH_A,Rajma Rice,Rajma,71.52,206.2,14747.42,261.7,178.37,15187.49,3084.36,V04,False,Contract,A
CR-20250301-MH_A-BOIL,2025-03-01,MH_A,Boiled Eggs,Egg,39.25,9.69,380.33,776.01,177.48,1333.82,187.03,V11,False,Direct_Farm,B
CR-20250301-MH_B-SAMO,2025-03-01,MH_B,Samosa,Potato,78.36,32.82,2571.78,232.11,81.33,2885.22,697.25,V12,False,Contract,A
CR-20250301-MH_B-ALOO,2025-03-01,MH_B,Aloo Gobi,Potato,78.66,39.24,3086.62,647.93,248.77,3983.32,455.62,V12,False,Contract,
CR-20250301-MH_B-GULA,"March 01, 2025",MH_B,Gulab Jamun,Milk,73.68,67.57,4978.56,486.0,,5464.56,853.33,V10,False,Contract,
CR-20250301-MH_G-DUM,2025-03-01,MH_G,Dum Aloo,Potato,73.22,58.64,4293.62,582.63,,4876.25,1004.81,V02,False,Contract,B
CR-20250301-MH_G-JAIN,2025-03-01,MH_G,Jain Sabzi,Mixed Vegetables,40.98,60.64,2485.03,351.91,158.37,2995.31,1035.09,V10,False,Spot_Market,A
CR-20250301-MH_G-BOIL,2025-03-01,MH_G,Boiled Eggs,Egg,13.21,7.99,105.55,,,105.55,13.43,V01,False,Contract,
CR-20250302-MH_A-DAL,"March 02, 2025",MH_A,Dal Tadka,Dal,47.98,143.65,6892.33,,249.14,7141.47,2196.68,V08,False,Direct_Farm,A
CR-20250302-MH_A-PALA,02/03/2025,MH_A,Palak Paneer,Paneer,13.98,465.13,6502.52,208.91,144.44,6855.87,1240.32,V02,False,Contract,A
CR-20250302-MH_A-BISI,"March 02, 2025",MH_A,Bisi Bele Bath,Lentil,17.93,124.31,2228.88,570.19,,2799.07,302.44,V06,False,Contract,B
CR-20250302-MH_A-CHOL,2025-03-02,MH_A,Chole Bhature,Chickpea,7.72,144.63,1116.54,,189.81,1306.35,336.47,V07,False,Contract,A
CR-20250302-MH_A-MUTT,2025-03-02,MH_A,Mutton Curry,Mutton,15.75,640.19,10082.99,419.52,,10502.51,2895.26,V04,False,Contract,B
CR-20250302-MH_B-PURI,2025-03-02,MH_B,Puri-Sabzi,Wheat,57.64,64.54,3720.09,757.53,222.47,4700.09,1449.73,V10,False,Contract,B
CR-20250302-MH_B-BHEL,2025-03-02,MH_B,Bhel Puri,Puffed Rice,37.76,62.32,2353.2,346.68,,2699.88,739.2,V09,False,Contract,B
CR-20250302-MH_B-EGG,2025-03-02,MH_B,Egg Fried Rice,Egg,28.54,11.25,321.07,284.55,95.65,701.27,95.32,V10,False,Spot_Market,
CR-20250302-MH_B-PALA,2025-03-02,MH_B,Palak Paneer,Paneer,74.44,346.82,25817.28,420.94,82.01,26320.23,6270.61,V12,False,Spot_Market,
CR-20250302-MH_B-GULA,2025-03-02,MH_B,Gulab Jamun,Milk,78.24,78.29,6125.41,,233.19,6358.6,817.46,V08,False,Spot_Market,
CR-20250302-MH_G-DUM,2025-03-02,MH_G,Dum Aloo,Potato,68.32,54.75,3740.52,261.29,,4001.81,533.33,V03,False,Spot_Market,C
CR-20250302-MH_G-BOIL,"March 02, 2025",MH_G,Boiled Eggs,Egg,34.93,11.2,391.22,,237.95,629.17,111.36,V01,False,Contract,A
CR-20250302-MH_G-PURI,2025-03-02,MH_G,Puri-Sabzi,Wheat,76.77,50.08,3844.64,409.67,184.03,4438.34,1531.31,V06,False,Spot_Market,A
CR-20250302-MH_G-PANE,2025-03-02,MH_G,Paneer Curry,Paneer,49.2,342.77,16864.28,599.44,,17463.72,4300.61,V08,False,Contract,
CR-20250302-MH_G-EGG,2025-03-02,MH_G,Egg Fried Rice,Egg,39.84,14.8,589.63,481.85,275.65,1347.13,196.38,V07,False,Direct_Farm,A
CR-20250303-MH_A-EGG,2025-03-03,MH_A,Egg Fried Rice,Egg,68.47,11.63,796.31,,275.18,1071.49,339.01,V05,False,Spot_Market,
CR-20250303-MH_A-KEEM,2025-03-03,MH_A,Keema Matar,Mutton,16.28,766.9,12485.13,641.47,120.13,13246.73,1341.92,V01,False,Spot_Market,A
CR-20250303-MH_B-ROTI,03/03/2025,MH_B,Roti-Sabzi,Wheat,19.55,43.97,859.61,,214.21,1073.82,120.46,V05,False,Spot_Market,A
CR-20250303-MH_B-RAJM,"March 03, 2025",MH_B,Rajma Rice,Rajma,-2.511757416424247,192.24,10190.64,210.27,,10400.91,3399.63,V12,False,Spot_Market,A
CR-20250303-MH_G-VEGE,03/03/2025,MH_G,Vegetable Soup,Mixed Vegetables,6.76,93.31,630.78,207.23,270.59,1108.6,168.79,V08,False,Contract,A
CR-20250303-MH_G-CHAN,2025-03-03,MH_G,Chana Masala,Chickpea,47.27,94.12,4449.05,698.95,99.3,5247.3,1532.27,V05,False,Contract,A
CR-20250304-MH_A-COFF,04/03/2025,MH_A,Coffee,Coffee Beans,2.98,649.59,1935.78,340.34,258.21,2534.33,456.28,V06,False,Spot_Market,A
CR-20250304-MH_A-SAMO,"March 04, 2025",MH_A,Samosa,Potato,64.46,54.41,3507.27,,215.05,3722.32,1160.19,V05,False,Contract,B
CR-20250304-MH_A-ROTI,2025-03-04,MH_A,Roti-Sabzi,Wheat,21.3,57.96,1234.55,442.0,295.13,1971.68,318.87,V11,False,Spot_Market,B
CR-20250304-MH_A-EGG,2025-03-04,MH_A,Egg Bhurji,Egg,59.12,9.67,,776.03,,1347.72,222.16,V11,False,Contract,A
CR-20250304-MH_B-EGG,2025-03-04,MH_B,Egg Curry,Egg,40.26,8.68,349.46,587.07,109.24,1045.77,325.56,V06,False,Spot_Market,C
CR-20250304-MH_B-BREA,"March 04, 2025",MH_B,Bread-Butter,Bread,59.18,82.17,4862.82,331.16,205.26,5399.24,564.18,V07,False,Contract,B
CR-20250304-MH_B-ALOO,2025-03-04,MH_B,Aloo Dum,Potato,9.04,51.77,468.0,602.49,,1070.49,309.51,V04,False,Spot_Market,
CR-20250304-MH_B-MIXE,2025-03-04,MH_B,Mixed Veg,Mixed Vegetables,15.48,81.4,1260.07,697.25,264.18,2221.5,691.03,V07,False,Direct_Farm,
CR-20250304-MH_G-VEGE,2025-03-04,MH_G,Vegetable Soup,Mixed Vegetables,47.15,69.44,3274.1,705.2,,1637.05,1185.12,V06,False,Spot_Market,A
CR-20250304-MH_G-PALA,2025-03-04,MH_G,Palak Paneer,Paneer,40.07,435.76,17460.9,273.52,210.72,17945.14,2436.61,V02,False,Contract,B
CR-20250304-MH_G-CHOL,"March 04, 2025",MH_G,Chole Bhature,Chickpea,28.17,143.7,4048.03,713.05,149.83,4910.91,1461.06,V04,False,Contract,B
CR-20250304-MH_G-CHIC,2025-03-04,MH_G,Chicken Biryani,Chicken,10.71,311.07,3331.56,,,3331.56,537.87,V04,False,Direct_Farm,
CR-20250305-MH_A-BISI,2025-03-05,MH_A,Bisi Bele Bath,Lentil,55.54,147.2,8175.49,725.66,197.29,9098.44,2319.01,V08,False,Contract,A
CR-20250305-MH_A-HALW,"March 05, 2025",MH_A,Halwa,Semolina,20.92,79.06,1653.94,502.63,,2156.57,605.81,V08,False,Contract,A
CR-20250305-MH_A-DOSA,05/03/2025,MH_A,Dosa,Rice,77.82,91.22,7098.74,551.72,128.44,7778.9,2554.49,V10,False,Contract,C
CR-20250305-MH_A-JAIN,2025-03-05,MH_A,Jain Sabzi,Mixed Vegetables,67.93,101.11,6868.4,630.53,116.22,7615.15,1294.36,V07,False,Spot_Market,
CR-20250305-MH_A-GULA,"March 05, 2025",MH_A,Gulab Jamun,Milk,62.62,90.25,5651.45,,,5651.45,1921.15,V02,False,Contract,A
CR-20250305-MH_B-RAVA,05/03/2025,MH_B,Rava Idli,Semolina,12.89,69.94,901.53,555.33,213.84,1670.7,273.87,V01,False,Contract,A
CR-20250305-MH_B-FRUI,2025-03-05,MH_B,Fruit Plate,Fruits,29.9,202.59,6057.44,272.78,51.65,6381.87,1046.29,V11,False,Spot_Market,A
CR-20250305-MH_B-BHEL,"March 05, 2025",MH_B,Bhel Puri,Puffed Rice,28.6,58.68,1678.25,296.07,121.77,2096.09,396.14,V02,False,Contract,
CR-20250305-MH_B-EGG,2025-03-05,MH_B,Egg Curry,Egg,33.71,15.34,517.11,532.05,,1049.16,296.23,V06,False,Spot_Market,
CR-20250305-MH_B-CHOL,2025-03-05,MH_B,Chole Bhature,Chickpea,45.63,110.83,5057.17,492.16,,5549.33,1704.92,V05,False,Contract,A
CR-20250305-MH_G-PALA,"March 05, 2025",MH_G,Palak Paneer,Paneer,52.89,430.62,22775.49,713.06,64.1,23552.65,4283.34,V05,False,Contract,B
CR-20250305-MH_G-PANE,2025-03-05,MH_G,Paneer Curry,Paneer,53.66,410.59,22032.26,633.16,,22665.42,7478.24,V11,False,Spot_Market,A
CR-20250305-MH_G-CHIC,2025-03-05,MH_G,Chicken Soup,Chicken,16.76,273.11,4577.32,730.35,244.39,5552.06,1608.95,V02,False,Spot_Market,
CR-20250305-MH_G-PRAW,2025-03-05,MH_G,Prawn Masala,Prawn,17.57,626.99,11016.21,,135.75,5508.105,3666.71,V07,False,Direct_Farm,
CR-20250305-MH_G-EGG,05/03/2025,MH_G,Egg Bhurji,Egg,78.25,11.84,926.48,,222.49,1148.97,121.2,V08,False,Spot_Market,A
CR-20250306-MH_A-EGG,"March 06, 2025",MH_A,Egg Bhurji,Egg,57.26,11.32,648.18,766.48,206.89,1621.55,364.62,V06,False,Contract,A
CR-20250306-MH_A-DAL,2025-03-06,MH_A,Dal Fry,Dal,43.35,159.43,6911.29,608.2,,7519.49,1550.21,V12,False,Direct_Farm,B
CR-20250306-MH_A-DUM,06/03/2025,MH_A,Dum Aloo,Potato,68.32,53.44,3651.02,457.95,147.99,4256.96,1350.25,V05,False,Contract,
CR-20250306-MH_A-EGG,2025-03-06,MH_A,Egg Curry,Egg,70.25,13.37,939.24,200.75,279.3,1419.29,170.59,V08,False,Spot_Market,B
CR-20250306-MH_A-BOIL,06/03/2025,MH_A,Boiled Eggs,Egg,7.13,12.01,85.63,494.06,135.24,714.93,243.14,V07,False,Contract,B
CR-20250306-MH_B-CHIC,"March 06, 2025",MH_B,Chicken Soup,Chicken,24.69,263.82,6513.72,534.9,50.45,7099.07,1197.38,V06,False,Contract,B
CR-20250306-MH_B-KADH,2025-03-06,MH_B,Kadhi Pakoda,Yogurt,46.98,100.78,4734.64,,279.75,5014.39,781.47,V09,False,Spot_Market,A
CR-20250306-MH_B-JAIN,2025-03-06,MH_B,Jain Sabzi,Mixed Vegetables,15.6,104.11,1624.12,,,1624.12,186.67,V05,False,Direct_Farm,A
CR-20250306-MH_B-BOIL,"March 06, 2025",MH_B,Boiled Eggs,Egg,5.87,15.19,89.17,325.58,176.67,591.42,180.01,V11,False,Contract,B
CR-20250306-MH_B-FISH,2025-03-06,MH_B,Fish Fry,Fish,10.07,361.14,3636.68,518.76,205.09,4360.53,923.61,V05,False,Spot_Market,A
CR-20250306-MH_G-KEEM,2025-03-06,MH_G,Keema Matar,Mutton,8.3,666.49,5531.87,385.55,290.73,6208.15,1335.1,V01,False,Contract,A
CR-20250306-MH_G-MUTT,2025-03-06,MH_G,Mutton Curry,Mutton,7.67,730.63,5603.93,578.55,247.49,6429.97,1125.73,V05,False,Contract,A
CR-20250306-MH_G-IDLI,2025-03-06,MH_G,Idli-Sambar,Rice,26.64,105.95,2822.51,644.62,259.71,3726.84,1034.35,V05,False,Contract,A
CR-20250306-MH_G-FRUI,2025-03-06,MH_G,Fruit Plate,Fruits,74.04,158.97,11770.14,,207.87,11978.01,2078.26,V10,False,Contract,
CR-20250306-MH_G-EGG,2025-03-06,MH_G,Egg Bhurji,Egg,9.58,11.28,108.06,443.83,160.59,712.48,230.82,V02,False,Contract,A
CR-20250307-MH_A-PANE,2025-03-07,MH_A,Paneer Curry,Paneer,77.84,350.1,27251.78,336.62,281.28,27869.68,5057.8,V07,False,Spot_Market,A
CR-20250307-MH_A-KHEE,2025-03-07,MH_A,Kheer,Milk,23.55,76.09,1791.92,791.11,,2583.03,899.73,V07,False,Spot_Market,
CR-20250307-MH_A-BOIL,2025-03-07,MH_A,Boiled Eggs,Egg,74.03,15.4,1140.06,485.92,122.53,1748.51,451.7,V11,False,Spot_Market,B
CR-20250307-MH_A-CHIC,2025-03-07,MH_A,Chicken Biryani,Chicken,23.37,211.55,4943.92,541.53,119.2,5604.65,900.13,V02,False,Spot_Market,C
CR-20250307-MH_A-EGG,2025-03-07,MH_A,Egg Curry,Egg,36.33,14.48,526.06,724.31,264.65,1515.02,354.58,V02,False,Spot_Market,C
CR-20250307-MH_A-CHOL,"March 07, 2025",MH_A,Chole Bhature,Chickpea,50.53,99.88,5046.94,267.12,59.31,5373.37,1617.68,V04,False,Spot_Market,B
CR-20250307-MH_B-GULA,2025-03-07,MH_B,Gulab Jamun,Milk,41.17,81.96,3374.29,678.86,,4053.15,940.31,V09,False,Contract,B
CR-20250307-MH_B-CHOL,2025-03-07,MH_B,Chole Bhature,Chickpea,10.81,106.85,1155.05,337.66,,1492.71,422.23,V06,False,Spot_Market,A
CR-20250307-MH_B-DOSA,07/03/2025,MH_B,Dosa,Rice,72.06,105.07,7571.34,200.71,89.23,7861.28,1662.65,V11,False,Contract,A
CR-20250307-MH_B-ROTI,2025-03-07,MH_B,Roti-Sabzi,Wheat,54.98,69.01,3794.17,,,3794.17,830.55,V11,False,Contract,
CR-20250307-MH_B-BOIL,07/03/2025,MH_B,Boiled Eggs,Egg,42.93,11.17,479.53,597.16,272.44,1349.13,410.38,V08,False,Contract,A
CR-20250307-MH_B-EGG,2025-03-07,MH_B,Egg Bhurji,Egg,30.65,15.42,472.62,546.28,161.6,1180.5,264.22,V08,False,Direct_Farm,A
CR-20250307-MH_G-BHEL,2025-03-07,MH_G,Bhel Puri,Puffed Rice,30.68,89.87,2757.21,540.53,163.91,3461.65,701.58,V07,False,Contract,
CR-20250307-MH_G-DAL,"March 07, 2025",MH_G,Dal Fry,Dal,68.81,162.19,11160.29,,140.68,11300.97,3611.58,V07,False,Spot_Market,A
CR-20250307-MH_G-MIXE,2025-03-07,MH_G,Mixed Veg,Mixed Vegetables,27.94,64.37,,,,1798.5,536.57,V08,False,Spot_Market,
CR-20250307-MH_G-UPMA,"March 07, 2025",MH_G,Upma,Semolina,9.41,59.65,561.31,458.54,,1019.85,237.97,V03,False,Contract,B
CR-20250307-MH_G-PALA,07/03/2025,MH_G,Palak Paneer,Paneer,19.6,397.12,7783.55,286.18,266.79,8336.52,2010.83,V10,False,Contract,A
CR-20250307-MH_G-BREA,2025-03-07,MH_G,Bread-Omelette,Egg,12.28,9.99,122.68,,266.21,388.89,77.25,V06,False,Contract,
CR-20250308-MH_A-CHIC,2025-03-08,MH_A,Chicken Masala,Chicken,28.92,283.3,8193.04,403.69,224.9,8821.63,1226.64,V12,False,Contract,B
CR-20250308-MH_A-BAIN,2025-03-08,MH_A,Baingan Bharta,Brinjal,5.65,50.84,287.25,335.63,168.89,791.77,107.08,V09,False,Spot_Market,B
CR-20250308-MH_A-KHEE,08/03/2025,MH_A,Kheer,Milk,65.67,77.31,5076.95,211.48,208.68,5497.11,1620.48,V04,False,Contract,
CR-20250308-MH_A-RAJM,2025-03-08,MH_A,Rajma Rice,Rajma,17.1,132.12,2259.25,525.1,99.14,2883.49,403.81,V07,False,Contract,C
CR-20250308-MH_A-SAMO,2025-03-08,MH_A,Samosa,Potato,73.39,44.17,3241.64,527.45,160.54,3929.63,1310.07,V04,False,Spot_Market,C
CR-20250308-MH_B-IDLI,2025-03-08,MH_B,Idli-Sambar,Rice,16.17,91.5,1479.56,286.89,226.04,1992.49,549.18,V02,False,Contract,
CR-20250308-MH_B-JAIN,2025-03-08,MH_B,Jain Sabzi,Mixed Vegetables,51.82,97.26,5040.01,454.26,54.3,5548.57,1222.08,V02,False,Direct_Farm,A
CR-20250308-MH_B-COFF,2025-03-08,MH_B,Coffee,Coffee Beans,3.35,412.69,1382.51,293.31,,1675.82,470.58,V05,False,Contract,B
CR-20250308-MH_B-KHIC,2025-03-08,MH_B,Khichdi,Rice,33.68,88.38,2976.64,,,2976.64,525.36,V12,False,Contract,A
CR-20250308-MH_B-BREA,2025-03-08,MH_B,Bread-Omelette,Egg,33.12,11.67,386.51,359.2,144.17,889.88,188.89,V08,False,Contract,C
CR-20250308-MH_G-MIXE,08/03/2025,MH_G,Mixed Veg,Mixed Vegetables,44.07,76.21,3358.57,674.13,202.18,4234.88,596.64,V10,False,Contract,
CR-20250308-MH_G-HALW,"March 08, 2025",MH_G,Halwa,Semolina,35.57,73.42,2611.55,683.6,201.91,3497.06,475.45,V09,False,Spot_Market,A
CR-20250308-MH_G-RAJM,2025-03-08,MH_G,Rajma Rice,Rajma,60.79,206.91,12578.06,648.54,,13226.6,2694.27,V06,False,Direct_Farm,
CR-20250308-MH_G-IDLI,2025-03-08,MH_G,Idli-Sambar,Rice,63.0,130.17,8200.71,523.03,143.46,8867.2,1368.01,V08,False,Contract,B
CR-20250308-MH_G-ALOO,"March 08, 2025",MH_G,Aloo Dum,Potato,21.05,37.03,779.48,522.11,169.46,1471.05,380.18,V10,False,Spot_Market,A
CR-20250309-MH_A-PRAW,09/03/2025,MH_A,Prawn Masala,Prawn,14.28,626.83,8951.13,623.6,,9574.73,2723.06,V08,False,Spot_Market,A
CR-20250309-MH_A-ROTI,2025-03-09,MH_A,Roti-Sabzi,Wheat,38.2,75.24,2874.17,228.93,,3103.1,451.24,V10,False,Contract,A
CR-20250309-MH_A-BOIL,2025-03-09,MH_A,Boiled Eggs,Egg,74.96,12.59,943.75,,113.83,1057.58,296.56,V11,False,Contract,
CR-20250309-MH_A-DOSA,"March 09, 2025",MH_A,Dosa,Rice,35.81,126.56,4532.11,480.96,241.47,5254.54,610.16,V07,False,Spot_Market,A
CR-20250309-MH_A-KADH,"March 09, 2025",MH_A,Kadhi Pakoda,Yogurt,59.36,71.7,4256.11,335.79,,4591.9,1220.83,V08,False,Contract,B
CR-20250309-MH_B-BHEL,2025-03-09,MH_B,Bhel Puri,Puffed Rice,33.2,85.39,2834.95,237.03,,3071.98,1026.95,V01,False,Contract,A
CR-20250309-MH_B-CHIC,2025-03-09,MH_B,Chicken Biryani,Chicken,9.37,334.33,3132.67,470.47,85.04,3688.18,606.8,V04,False,Spot_Market,
CR-20250309-MH_B-ALOO,2025-03-09,MH_B,Aloo Gobi,Potato,44.34,44.01,1951.4,546.87,58.44,2556.71,617.97,V04,False,Spot_Market,
CR-20250309-MH_B-PURI,"March 09, 2025",MH_B,Puri-Sabzi,Wheat,62.4,73.98,4616.35,778.17,156.25,5550.77,916.61,V01,False,Contract,
CR-20250309-MH_B-KHIC,2025-03-09,MH_B,Khichdi,Rice,23.34,100.33,2341.7,550.45,164.58,3056.73,463.45,V06,False,Spot_Market,A
CR-20250309-MH_G-KHEE,2025-03-09,MH_G,Kheer,Milk,76.61,79.11,6060.62,216.3,280.62,6557.54,803.15,V06,False,Contract,A
CR-20250309-MH_G-TEA,2025-03-09,MH_G,Tea,Tea Leaves,2.73,479.96,1310.29,379.51,68.11,1757.91,476.53,V05,False,Spot_Market,A
CR-20250309-MH_G-PANE,2025-03-09,MH_G,Paneer Curry,Paneer,70.79,409.45,28984.97,688.34,75.0,29748.31,5955.5,V12,False,Contract,A
CR-20250309-MH_G-ALOO,"March 09, 2025",MH_G,Aloo Paratha,Potato,78.81,52.61,4146.19,676.03,239.87,5062.09,577.21,V04,False,Spot_Market,
CR-20250309-MH_G-BHEL,2025-03-09,MH_G,Bhel Puri,Puffed Rice,34.35,83.77,2877.5,234.39,280.06,3391.95,1075.63,V08,False,Spot_Market,
CR-20250310-MH_A-HALW,10/03/2025,MH_A,Halwa,Semolina,18.35,84.06,1542.5,406.3,56.36,2005.16,589.97,V12,False,Contract,A
CR-20250310-MH_A-TEA,2025-03-10,MH_A,Tea,Tea Leaves,3.38,484.73,1638.39,595.13,,2233.52,569.45,V12,False,Spot_Market,B
CR-20250310-MH_A-CHAN,2025-03-10,MH_A,Chana Masala,Chickpea,30.95,149.85,4637.86,796.29,,5434.15,734.86,V08,False,Spot_Market,B
CR-20250310-MH_A-BHEL,2025-03-10,MH_A,Bhel Puri,Puffed Rice,48.49,82.15,3983.45,598.43,130.12,4712.0,1283.87,V02,False,Contract,
CR-20250310-MH_A-SAMO,2025-03-10,MH_A,Samosa,Potato,59.79,20.48,1224.5,636.17,77.76,1938.43,485.56,V02,False,Spot_Market,
CR-20250310-MH_B-BHEL,10/03/2025,MH_B,Bhel Puri,Puffed Rice,40.71,69.02,2809.8,,,2809.8,370.33,V03,False,Contract,A
CR-20250310-MH_B-CHOL,2025-03-10,MH_B,Chole Bhature,Chickpea,33.07,118.52,3919.46,433.46,,4352.92,680.24,V06,False,Direct_Farm,A
CR-20250310-MH_B-BOIL,10/03/2025,MH_B,Boiled Eggs,Egg,37.34,14.24,531.72,673.55,94.6,1299.87,162.54,V03,False,Contract,A
CR-20250310-MH_B-ALOO,2025-03-10,MH_B,Aloo Paratha,Potato,58.09,31.52,1831.0,430.98,271.65,2533.63,659.04,V04,False,Contract,B
CR-20250310-MH_B-SAMO,2025-03-10,MH_B,Samosa,Potato,42.59,27.52,1172.08,205.3,222.9,1600.28,408.08,V04,False,Spot_Market,B
CR-20250310-MH_G-JAIN,2025-03-10,MH_G,Jain Sabzi,Mixed Vegetables,17.07,68.77,,209.05,285.37,1668.32,234.6,V04,False,Spot_Market,A
CR-20250310-MH_G-KEEM,2025-03-10,MH_G,Keema Matar,Mutton,27.5,742.62,20422.05,549.71,75.33,21047.09,5989.42,V04,False,Spot_Market,A
CR-20250310-MH_G-EGG,"March 10, 2025",MH_G,Egg Bhurji,Egg,43.04,10.89,468.71,,235.06,703.77,146.29,V09,False,Contract,
CR-20250310-MH_G-MIXE,2025-03-10,MH_G,Mixed Veg,Mixed Vegetables,47.31,80.82,3823.59,473.71,291.04,4588.34,1344.88,V11,False,Spot_Market,A
CR-20250310-MH_G-DOSA,"March 10, 2025",MH_G,Dosa,Rice,58.29,112.29,6545.38,222.44,142.85,6910.67,967.75,V09,False,Spot_Market,B
CR-20250311-MH_A-EGG,"March 11, 2025",MH_A,Egg Fried Rice,Egg,21.74,13.51,293.71,,,293.71,70.4,V07,False,Contract,B
CR-20250311-MH_A-FRUI,"March 11, 2025",MH_A,Fruit Plate,Fruits,25.71,149.58,3845.7,277.54,,4123.24,623.77,V01,False,Contract,
CR-20250311-MH_A-BREA,2025-03-11,MH_A,Bread-Omelette,Egg,26.76,10.51,281.25,519.63,90.11,890.99,288.86,V04,False,Spot_Market,
CR-20250311-MH_B-BREA,2025-03-11,MH_B,Bread-Butter,Bread,51.29,91.38,4686.88,441.21,291.46,5419.55,1428.2,V10,False,Contract,A
CR-20250311-MH_B-SAMB,11/03/2025,MH_B,Sambar Rice,Lentil,58.49,139.55,8162.28,,,8162.28,1428.72,V05,False,Spot_Market,
CR-20250311-MH_B-RAJM,2025-03-11,MH_B,Rajma Rice,Rajma,60.94,179.73,10952.75,573.44,177.5,11703.69,1607.8,V07,False,Spot_Market,
