Attendance_ID,Date,Mess_Hall_ID,Meal_Type,Total_Registered_Students,Present_For_Meal,Attendance_Percentage,Male_Count,Female_Count,Absentee_Count,Veg_Counter_Count,Non_Veg_Counter_Count,Egg_Counter_Count,Veg_Non_Veg_Ratio,Advance_Menu_Announced,Biometric_Verified,Special_Event_Day,Data_Collection_Method
ATT-20250924-MH_G-SNA,2025-09-24,MH_G,Snacks,300,148,49.33,,148.0,152,106.0,32.0,10.0,0.716,True,True,False,Token_System
ATT-20250924-MH_G-DIN,24/09/2025,MH_G,Dinner,300,221,73.67,,221.0,79,159.0,48.0,14.0,0.719,False,True,False,Biometric
ATT-20250925-MH_A-BRE,2025-09-25,MH_A,Breakfast,450,237,52.67,237.0,,213,135.0,79.0,23.0,0.57,False,True,False,Biometric
ATT-20250925-MH_A-LUN,2025-09-25,MH_A,Lunch,450,359,79.78,359.0,,91,204.0,120.0,35.0,0.568,False,True,False,Biometric
ATT-20250925-MH_A-SNA,2025-09-25,MH_A,Snacks,450,189,42.0,189.0,,261,107.0,63.0,19.0,0.566,False,True,False,Manual_Count
ATT-20250925-MH_A-DIN,2025-09-25,MH_A,Dinner,450,321,71.33,321.0,,129,182.0,107.0,32.0,0.567,True,True,False,Manual_Count
ATT-20250925-MH_B-BRE,25/09/2025,MH_B,Breakfast,450,246,54.67,246.0,,204,140.0,82.0,24.0,0.569,True,True,False,Biometric
ATT-20250925-MH_B-LUN,25/09/2025,MH_B,Lunch,450,350,77.78,350.0,,100,199.0,117.0,34.0,0.569,True,False,False,Biometric
ATT-20250925-MH_B-SNA,2025-09-25,MH_B,Snacks,450,141,31.33,141.0,,309,80.0,47.0,14.0,0.567,True,True,False,Biometric
ATT-20250925-MH_B-DIN,2025-09-25,MH_B,Dinner,450,301,66.89,301.0,,149,171.0,100.0,30.0,0.568,True,True,False,Manual_Count
ATT-20250925-MH_G-BRE,25/09/2025,MH_G,Breakfast,300,180,60.0,,180.0,120,129.0,39.0,12.0,0.717,False,True,False,Biometric
ATT-20250925-MH_G-LUN,2025-09-25,MH_G,Lunch,300,260,86.67,,260.0,40,187.0,56.0,17.0,0.719,False,True,False,Manual_Count
ATT-20250925-MH_G-SNA,"September 25, 2025",MH_G,Snacks,300,100,33.33,,100.0,200,72.0,21.0,7.0,0.72,False,True,False,Biometric
ATT-20250925-MH_G-DIN,2025-09-25,MH_G,Dinner,300,244,81.33,,244.0,56,175.0,53.0,16.0,0.717,True,False,False,Manual_Count
ATT-20250926-MH_A-BRE,"September 26, 2025",MH_A,Breakfast,450,223,49.56,223.0,,227,127.0,74.0,22.0,0.57,True,True,False,Biometric
ATT-20250926-MH_A-LUN,"September 26, 2025",MH_A,Lunch,450,361,80.22,361.0,,89,205.0,121.0,35.0,0.568,True,False,False,Manual_Count
ATT-20250926-MH_A-SNA,2025-09-26,MH_A,Snacks,450,186,41.33,186.0,,264,106.0,62.0,18.0,0.57,False,True,False,Biometric
ATT-20250926-MH_A-DIN,26/09/2025,MH_A,Dinner,450,302,67.11,302.0,,148,137.0,128.0,37.0,0.454,True,True,False,Biometric
ATT-20250926-MH_B-BRE,26/09/2025,MH_B,Breakfast,450,251,55.78,251.0,,199,143.0,84.0,24.0,0.57,True,True,False,Token_System
ATT-20250926-MH_B-LUN,2025-09-26,MH_B,Lunch,450,364,80.89,364.0,,86,207.0,122.0,35.0,0.569,True,True,False,Biometric
ATT-20250926-MH_B-SNA,2025-09-26,MH_B,Snacks,450,154,34.22,154.0,,296,87.0,51.0,16.0,0.565,True,False,False,Manual_Count
ATT-20250926-MH_B-DIN,"September 26, 2025",MH_B,Dinner,450,359,79.78,359.0,,91,163.0,152.0,44.0,0.454,True,True,False,Biometric
ATT-20250926-MH_G-BRE,2025-09-26,MH_G,Breakfast,300,160,53.33,,160.0,140,115.0,34.0,11.0,0.719,False,True,False,Manual_Count
ATT-20250926-MH_G-LUN,26/09/2025,MH_G,Lunch,300,250,83.33,,250.0,50,180.0,54.0,16.0,0.72,True,True,False,Manual_Count
ATT-20250926-MH_G-SNA,2025-09-26,MH_G,Snacks,300,108,36.0,,108.0,192,77.0,23.0,8.0,0.713,True,True,False,Manual_Count
ATT-20250926-MH_G-DIN,26/09/2025,MH_G,Dinner,300,189,63.0,,189.0,111,108.0,62.0,19.0,0.571,False,True,False,Biometric
ATT-20250927-MH_A-BRE,27/09/2025,MH_A,Breakfast,450,152,33.78,152.0,,298,86.0,50.0,16.0,0.566,True,True,False,Biometric
ATT-20250927-MH_A-LUN,27/09/2025,MH_A,Lunch,450,283,62.89,283.0,,167,161.0,94.0,28.0,0.569,True,True,False,Biometric
ATT-20250927-MH_A-SNA,2025-09-27,MH_A,Snacks,450,128,28.44,128.0,,322,72.0,42.0,14.0,0.562,True,True,False,Manual_Count
ATT-20250927-MH_A-DIN,2025-09-27,MH_A,Dinner,450,248,55.11,248.0,,202,141.0,83.0,24.0,0.569,False,True,False,Biometric
ATT-20250927-MH_B-BRE,2025-09-27,MH_B,Breakfast,450,210,46.67,210.0,,240,119.0,70.0,21.0,0.567,False,True,False,Manual_Count
ATT-20250927-MH_B-LUN,27/09/2025,MH_B,Lunch,450,335,74.44,335.0,,115,190.0,112.0,33.0,0.567,False,True,False,Manual_Count
ATT-20250927-MH_B-SNA,27/09/2025,MH_B,Snacks,450,113,25.11,113.0,,337,64.0,37.0,12.0,0.566,False,True,False,Token_System
ATT-20250927-MH_B-DIN,2025-09-27,MH_B,Dinner,450,263,58.44,263.0,,187,149.0,88.0,26.0,0.567,False,True,False,Biometric
ATT-20250927-MH_G-BRE,2025-09-27,MH_G,Breakfast,300,132,44.0,,132.0,168,95.0,28.0,9.0,0.72,True,True,False,Manual_Count
ATT-20250927-MH_G-LUN,2025-09-27,MH_G,Lunch,300,234,78.0,,234.0,66,168.0,51.0,15.0,0.718,True,True,False,Biometric
ATT-20250927-MH_G-SNA,2025-09-27,MH_G,Snacks,300,90,30.0,,90.0,210,64.0,19.0,7.0,0.711,True,False,False,Biometric
ATT-20250927-MH_G-DIN,2025-09-27,MH_G,Dinner,300,200,66.67,,200.0,100,144.0,43.0,13.0,0.72,False,False,False,Token_System
ATT-20250928-MH_A-BRE,2025-09-28,MH_A,Breakfast,450,156,34.67,156.0,,294,88.0,52.0,16.0,0.564,True,False,False,Manual_Count
ATT-20250928-MH_A-LUN,2025-09-28,MH_A,Lunch,450,244,54.22,244.0,,206,139.0,81.0,24.0,0.57,False,True,False,Biometric
ATT-20250928-MH_A-SNA,2025-09-28,MH_A,Snacks,450,129,28.67,129.0,,321,73.0,43.0,13.0,0.566,False,False,False,Manual_Count
ATT-20250928-MH_A-DIN,"September 28, 2025",MH_A,Dinner,450,270,60.0,270.0,,180,153.0,90.0,27.0,0.567,False,True,False,Biometric
ATT-20250928-MH_B-BRE,28/09/2025,MH_B,Breakfast,450,188,41.78,188.0,,262,107.0,63.0,18.0,0.569,True,True,False,Biometric
ATT-20250928-MH_B-LUN,2025-09-28,MH_B,Lunch,450,273,60.67,273.0,,177,155.0,91.0,27.0,0.568,True,True,False,Token_System
ATT-20250928-MH_B-SNA,2025-09-28,MH_B,Snacks,450,117,26.0,117.0,,333,66.0,39.0,12.0,0.564,False,False,False,Biometric
ATT-20250928-MH_B-DIN,2025-09-28,MH_B,dinner,450,252,56.0,252.0,,198,143.0,84.0,25.0,0.567,True,True,False,Biometric
ATT-20250928-MH_G-BRE,2025-09-28,MH_G,Breakfast,300,143,47.67,,143.0,157,102.0,31.0,10.0,0.713,True,True,False,Token_System
ATT-20250928-MH_G-LUN,2025-09-28,MH_G,Lunch,300,173,57.67,,173.0,127,124.0,37.0,12.0,0.717,True,True,False,Biometric
ATT-20250928-MH_G-SNA,2025-09-28,MH_G,Snacks,300,90,30.0,,90.0,210,64.0,19.0,7.0,0.711,False,True,False,Biometric
ATT-20250928-MH_G-DIN,28/09/2025,MH_G,Dinner,300,189,63.0,,189.0,111,136.0,41.0,12.0,0.72,False,True,False,Token_System
ATT-20250929-MH_A-BRE,2025-09-29,MH_A,Breakfast,450,516,114.66666666666667,193.0,,257,110.0,64.0,19.0,0.57,False,True,False,Manual_Count
ATT-20250929-MH_A-LUN,2025-09-29,MH_A,Lunch,450,359,79.78,359.0,,91,204.0,120.0,35.0,0.568,True,True,False,Biometric
ATT-20250929-MH_A-SNA,2025-09-29,MH_A,Snacks,450,153,34.0,153.0,,297,87.0,51.0,15.0,0.569,False,True,False,Token_System
ATT-20250929-MH_A-DIN,29/09/2025,MH_A,Dinner,450,346,76.89,346.0,,104,197.0,116.0,33.0,0.569,True,False,False,Biometric
ATT-20250929-MH_B-BRE,2025-09-29,MH_B,Breakfast,450,245,54.44,245.0,,205,139.0,82.0,24.0,0.567,True,True,False,Biometric
ATT-20250929-MH_B-LUN,2025-09-29,MH_B,Lunch,450,365,81.11,365.0,,85,208.0,122.0,35.0,0.57,True,True,False,Biometric
ATT-20250929-MH_B-SNA,2025-09-29,MH_B,Snacks,450,157,34.89,157.0,,293,89.0,52.0,16.0,0.567,True,False,False,Manual_Count
ATT-20250929-MH_B-DIN,"September 29, 2025",MH_B,Dinner,450,354,78.67,354.0,,96,201.0,118.0,35.0,0.568,True,True,False,Token_System
ATT-20250929-MH_G-BRE,2025-09-29,MH_G,Breakfast,300,143,47.67,,143.0,157,102.0,31.0,10.0,0.713,True,True,False,Biometric
ATT-20250929-MH_G-LUN,2025-09-29,MH_G,Lunch,300,232,77.33,,232.0,68,167.0,50.0,15.0,0.72,True,False,False,Biometric
ATT-20250929-MH_G-SNA,"September 29, 2025",MH_G,Snacks,300,117,39.0,,117.0,183,84.0,25.0,8.0,0.718,True,False,False,Manual_Count
ATT-20250929-MH_G-DIN,2025-09-29,MH_G,Dinner,300,215,71.67,,215.0,85,154.0,46.0,15.0,0.716,True,False,False,Biometric
ATT-20250930-MH_A-BRE,"September 30, 2025",MH_A,Breakfast,450,230,51.11,230.0,,220,131.0,77.0,22.0,0.57,True,True,False,Manual_Count
ATT-20250930-MH_A-LUN,2025-09-30,MH_A,Lunch,450,369,82.0,369.0,,81,210.0,123.0,36.0,0.569,True,True,False,Biometric
ATT-20250930-MH_A-SNA,"September 30, 2025",MH_A,Snacks,450,180,40.0,180.0,,270,102.0,60.0,18.0,0.567,True,True,False,Biometric
ATT-20250930-MH_A-DIN,2025-09-30,MH_A,Dinner,450,477,106.0,309.0,,141,176.0,103.0,30.0,0.57,False,True,False,Biometric
ATT-20250930-MH_B-BRE,"September 30, 2025",MH_B,Breakfast,450,277,61.56,277.0,,173,157.0,92.0,28.0,0.567,False,True,False,Biometric
ATT-20250930-MH_B-LUN,2025-09-30,MH_B,Lunch,450,364,80.89,364.0,,86,207.0,122.0,35.0,0.569,True,False,False,Token_System
ATT-20250930-MH_B-SNA,2025-09-30,MH_B,Snacks,450,150,33.33,150.0,,300,85.0,50.0,15.0,0.567,True,True,False,Biometric
ATT-20250930-MH_B-DIN,2025-09-30,MH_B,Dinner,450,335,74.44,335.0,,115,190.0,112.0,33.0,0.567,False,False,False,Token_System
ATT-20250930-MH_G-BRE,2025-09-30,MH_G,Breakfast,300,155,51.67,,155.0,145,111.0,33.0,11.0,0.716,False,True,False,Biometric
ATT-20250930-MH_G-LUN,2025-09-30,MH_G,Lunch,300,249,83.0,,249.0,51,179.0,54.0,16.0,0.719,False,True,False,Manual_Count
ATT-20250930-MH_G-SNA,30/09/2025,MH_G,Snacks,300,113,37.67,,113.0,187,81.0,24.0,8.0,0.717,True,True,False,Biometric
ATT-20250930-MH_G-DIN,30/09/2025,MH_G,Dinner,300,230,76.67,,230.0,70,165.0,50.0,15.0,0.717,True,True,False,Manual_Count
ATT-20251001-MH_A-BRE,2025-10-01,MH_A,Breakfast,450,241,53.56,241.0,,209,137.0,80.0,24.0,0.568,True,True,False,Biometric
ATT-20251001-MH_A-LUN,2025-10-01,MH_A,Lunch,450,349,77.56,349.0,,101,198.0,117.0,34.0,0.567,True,True,False,Biometric
ATT-20251001-MH_A-SNA,2025-10-01,MH_A,Snacks,450,183,40.67,183.0,,267,104.0,61.0,18.0,0.568,True,True,False,Biometric
ATT-20251001-MH_A-DIN,2025-10-01,MH_A,Dinner,450,347,77.11,347.0,,103,197.0,116.0,34.0,0.568,True,True,False,Biometric
ATT-20251001-MH_B-BRE,2025-10-01,MH_B,Breakfast,450,210,46.67,210.0,,240,119.0,70.0,21.0,0.567,True,True,False,Manual_Count
ATT-20251001-MH_B-LUN,2025-10-01,MH_B,Lunch,450,372,82.67,372.0,,78,212.0,124.0,36.0,0.57,True,True,False,Biometric
ATT-20251001-MH_B-SNA,2025-10-01,MH_B,Snacks,450,163,36.22,163.0,,287,92.0,54.0,17.0,0.564,True,True,False,Biometric
ATT-20251001-MH_B-DIN,01/10/2025,MH_B,Dinner,450,302,67.11,302.0,,148,172.0,101.0,29.0,0.57,False,False,False,Biometric
ATT-20251001-MH_G-BRE,01/10/2025,MH_G,Breakfast,300,187,62.33,,187.0,113,134.0,40.0,13.0,0.717,False,True,False,Manual_Count
ATT-20251001-MH_G-LUN,"October 01, 2025",MH_G,Lunch,300,266,88.67,,266.0,34,191.0,58.0,17.0,0.718,False,True,False,Manual_Count
ATT-20251001-MH_G-SNA,"October 01, 2025",MH_G,Snacks,300,118,39.33,,118.0,182,84.0,25.0,9.0,0.712,True,True,False,Manual_Count
ATT-20251001-MH_G-DIN,2025-10-01,MH_G,Dinner,300,206,68.67,,206.0,94,148.0,44.0,14.0,0.718,True,True,False,Biometric
ATT-20251002-MH_A-BRE,02/10/2025,MH_A,Breakfast,450,190,42.22,190.0,,260,108.0,63.0,19.0,0.568,False,True,True,Biometric
ATT-20251002-MH_A-LUN,2025-10-02,MH_A,Lunch,450,282,62.67,282.0,,168,160.0,94.0,28.0,0.567,True,True,False,Biometric
ATT-20251002-MH_A-SNA,02/10/2025,MH_A,Snacks,450,149,33.11,149.0,,301,84.0,49.0,16.0,0.564,False,True,False,Manual_Count
ATT-20251002-MH_A-DIN,2025-10-02,MH_A,Dinner,450,224,49.78,224.0,,226,127.0,75.0,22.0,0.567,False,True,False,Manual_Count
ATT-20251002-MH_B-BRE,"October 02, 2025",MH_B,Breakfast,450,181,40.22,181.0,,269,103.0,60.0,18.0,0.569,False,True,True,Biometric
ATT-20251002-MH_B-LUN,02/10/2025,MH_B,Lunch,450,285,63.33,285.0,,165,162.0,95.0,28.0,0.568,False,True,False,Token_System
ATT-20251002-MH_B-SNA,02/10/2025,MH_B,Snacks,450,114,25.33,114.0,,336,64.0,38.0,12.0,0.561,True,True,False,Biometric
ATT-20251002-MH_B-DIN,2025-10-02,MH_B,Dinner,450,254,56.44,254.0,,196,144.0,85.0,25.0,0.567,False,True,False,Biometric
ATT-20251002-MH_G-BRE,02/10/2025,MH_G,Breakfast,300,147,49.0,,147.0,153,105.0,32.0,10.0,0.714,True,True,False,Biometric
ATT-20251002-MH_G-LUN,"October 02, 2025",MH_G,Lunch,300,218,72.67,,218.0,82,156.0,47.0,15.0,0.716,True,True,True,Manual_Count
ATT-20251002-MH_G-SNA,2025-10-02,MH_G,Snacks,300,68,22.67,,68.0,232,48.0,14.0,6.0,0.706,True,True,False,Biometric
ATT-20251002-MH_G-DIN,2025-10-02,MH_G,Dinner,300,190,63.33,,190.0,110,136.0,41.0,13.0,0.716,True,True,False,Biometric
ATT-20251003-MH_A-BRE,2025-10-03,MH_A,Breakfast,450,231,51.33,231.0,,219,131.0,77.0,23.0,0.567,True,True,False,Biometric
ATT-20251003-MH_A-LUN,03/10/2025,MH_A,Lunch,450,340,75.56,340.0,,110,193.0,114.0,33.0,0.568,True,True,False,Biometric
ATT-20251003-MH_A-SNA,2025-10-03,MH_A,Snacks,450,143,31.78,143.0,,307,81.0,47.0,15.0,0.566,True,True,False,Biometric
ATT-20251003-MH_A-DIN,03/10/2025,MH_A,Dinner,450,314,69.78,314.0,,136,143.0,133.0,38.0,0.455,False,True,False,Biometric
ATT-20251003-MH_B-BRE,03/10/2025,MH_B,Breakfast,450,203,45.11,203.0,,247,115.0,68.0,20.0,0.567,False,True,False,Biometric
ATT-20251003-MH_B-LUN,2025-10-03,MH_B,Lunch,450,368,81.78,368.0,,82,209.0,123.0,36.0,0.568,True,True,False,Biometric
ATT-20251003-MH_B-SNA,03/10/2025,MH_B,Snacks,450,173,38.44,173.0,,277,98.0,58.0,17.0,0.566,False,True,False,Biometric
ATT-20251003-MH_B-DIN,03/10/2025,MH_B,DINNER,450,337,74.89,337.0,,113,153.0,142.0,42.0,0.454,True,True,False,Biometric
ATT-20251003-MH_G-BRE,03/10/2025,MH_G,Breakfast,300,129,43.0,,129.0,171,92.0,28.0,9.0,0.713,False,True,False,Biometric
ATT-20251003-MH_G-LUN,"October 03, 2025",MH_G,Lunch,300,252,84.0,,252.0,48,181.0,55.0,16.0,0.718,True,True,False,Biometric
ATT-20251003-MH_G-SNA,2025-10-03,MH_G,Snacks,300,141,47.0,,141.0,159,101.0,30.0,10.0,0.716,True,False,False,Biometric
ATT-20251003-MH_G-DIN,2025-10-03,MH_G,Dinner,300,215,71.67,,215.0,85,123.0,71.0,21.0,0.572,True,True,False,Biometric
ATT-20251004-MH_A-BRE,04/10/2025,MH_A,Breakfast,450,203,45.11,203.0,,247,115.0,68.0,20.0,0.567,True,True,False,Token_System
ATT-20251004-MH_A-LUN,2025-10-04,MH_A,Lunch,450,286,63.56,286.0,,164,163.0,95.0,28.0,0.57,True,True,False,Biometric
ATT-20251004-MH_A-SNA,2025-10-04,MH_A,Snacks,450,133,29.56,133.0,,317,75.0,44.0,14.0,0.564,True,True,False,Manual_Count
ATT-20251004-MH_A-DIN,2025-10-04,MH_A,Dinner,450,262,58.22,262.0,,188,149.0,87.0,26.0,0.569,True,True,False,Biometric
ATT-20251004-MH_B-BRE,2025-10-04,MH_B,Breakfast,450,171,38.0,171.0,,279,97.0,57.0,17.0,0.567,False,True,False,Biometric
ATT-20251004-MH_B-LUN,04/10/2025,MH_B,lunch,450,290,64.44,290.0,,160,165.0,97.0,28.0,0.569,True,True,False,Biometric
ATT-20251004-MH_B-SNA,2025-10-04,MH_B,Snacks,450,107,23.78,107.0,,343,60.0,35.0,12.0,0.561,True,True,False,Manual_Count
ATT-20251004-MH_B-DIN,2025-10-04,MH_B,Dinner,450,289,64.22,289.0,,161,164.0,96.0,29.0,0.567,False,False,False,Biometric
ATT-20251004-MH_G-BRE,2025-10-04,MH_G,Breakfast,300,109,36.33,,109.0,191,78.0,23.0,8.0,0.716,False,False,False,Biometric
ATT-20251004-MH_G-LUN,2025-10-04,MH_G,Lunch,300,240,80.0,,240.0,60,172.0,52.0,16.0,0.717,True,False,False,Biometric
ATT-20251004-MH_G-SNA,2025-10-04,MH_G,Snacks,300,75,25.0,,75.0,225,54.0,16.0,5.0,0.72,True,True,False,Biometric
ATT-20251004-MH_G-DIN,2025-10-04,MH_G,Dinner,300,182,60.67,,182.0,118,131.0,39.0,12.0,0.72,True,True,False,Biometric
ATT-20251005-MH_A-BRE,2025-10-05,MH_A,Breakfast,450,168,37.33,168.0,,282,95.0,56.0,17.0,0.565,False,True,False,Biometric
ATT-20251005-MH_A-LUN,2025-10-05,MH_A,Lunch,450,221,49.11,221.0,,229,125.0,74.0,22.0,0.566,True,True,False,Biometric
ATT-20251005-MH_A-SNA,2025-10-05,MH_A,Snacks,450,117,26.0,117.0,,333,66.0,39.0,12.0,0.564,True,True,False,Manual_Count
ATT-20251005-MH_A-DIN,05/10/2025,MH_A,Dinner,450,209,46.44,209.0,,241,119.0,70.0,20.0,0.569,False,True,False,Biometric
ATT-20251005-MH_B-BRE,2025-10-05,MH_B,Breakfast,450,145,32.22,145.0,,305,82.0,48.0,15.0,0.566,False,True,False,Manual_Count
ATT-20251005-MH_B-LUN,2025-10-05,MH_B,Lunch,450,242,53.78,242.0,,208,137.0,81.0,24.0,0.566,True,False,False,Token_System
ATT-20251005-MH_B-SNA,05/10/2025,MH_B,Snacks,450,101,22.44,101.0,,349,57.0,33.0,11.0,0.564,False,True,False,Biometric
ATT-20251005-MH_B-DIN,2025-10-05,MH_B,Dinner,450,232,51.56,232.0,,218,132.0,77.0,23.0,0.569,False,True,False,Token_System
ATT-20251005-MH_G-BRE,2025-10-05,MH_G,Breakfast,300,98,32.67,,98.0,202,70.0,21.0,7.0,0.714,True,False,False,Manual_Count
ATT-20251005-MH_G-LUN,"October 05, 2025",MH_G,Lunch,300,155,51.67,,155.0,145,111.0,33.0,11.0,0.716,True,True,False,Manual_Count
ATT-20251005-MH_G-SNA,05/10/2025,MH_G,Snacks,300,68,22.67,,68.0,232,48.0,14.0,6.0,0.706,False,True,False,Manual_Count
ATT-20251005-MH_G-DIN,05/10/2025,MH_G,Dinner,300,150,50.0,,150.0,150,108.0,32.0,10.0,0.72,True,True,False,Token_System
ATT-20251006-MH_A-BRE,"October 06, 2025",MH_A,Breakfast,450,247,54.89,247.0,,203,140.0,82.0,25.0,0.567,True,True,False,Biometric
ATT-20251006-MH_A-LUN,2025-10-06,MH_A,Lunch,450,354,78.67,354.0,,96,201.0,118.0,35.0,0.568,False,False,False,Biometric
ATT-20251006-MH_A-SNA,2025-10-06,MH_A,Snacks,450,189,42.0,189.0,,261,107.0,63.0,19.0,0.566,False,True,False,Biometric
ATT-20251006-MH_A-DIN,2025-10-06,MH_A,Dinner,450,334,74.22,334.0,,116,190.0,112.0,32.0,0.569,True,True,False,Biometric
ATT-20251006-MH_B-BRE,"October 06, 2025",MH_B,Breakfast,450,245,54.44,245.0,,205,139.0,82.0,24.0,0.567,False,True,False,Token_System
ATT-20251006-MH_B-LUN,"October 06, 2025",MH_B,Lunch,450,363,80.67,363.0,,87,206.0,121.0,36.0,0.567,False,True,False,Biometric
ATT-20251006-MH_B-SNA,06/10/2025,MH_B,Snacks,450,178,39.56,178.0,,272,101.0,59.0,18.0,0.567,True,True,False,Biometric
ATT-20251006-MH_B-DIN,06/10/2025,MH_B,Dinner,450,320,71.11,320.0,,130,182.0,107.0,31.0,0.569,True,True,False,Manual_Count
ATT-20251006-MH_G-BRE,"October 06, 2025",MH_G,Breakfast,300,168,56.0,,168.0,132,120.0,36.0,12.0,0.714,True,True,False,Manual_Count
ATT-20251006-MH_G-LUN,06/10/2025,MH_G,Lunch,300,269,89.67,,269.0,31,193.0,58.0,18.0,0.717,True,True,False,Manual_Count
ATT-20251006-MH_G-SNA,06/10/2025,MH_G,Snacks,300,110,36.67,,110.0,190,79.0,24.0,7.0,0.718,True,True,False,Biometric
ATT-20251006-MH_G-DIN,2025-10-06,MH_G,Dinner,300,234,78.0,,234.0,66,168.0,51.0,15.0,0.718,True,True,False,Token_System
ATT-20251007-MH_A-BRE,2025-10-07,MH_A,Breakfast,450,55,12.22,55.0,,395,31.0,18.0,6.0,0.564,True,True,False,Biometric
ATT-20251007-MH_A-LUN,2025-10-07,MH_A,Lunch,450,122,27.11,122.0,,328,69.0,40.0,13.0,0.566,False,True,False,Manual_Count
ATT-20251007-MH_A-SNA,2025-10-07,MH_A,Snacks,450,65,14.44,65.0,,385,37.0,21.0,7.0,0.569,True,False,False,Token_System
ATT-20251007-MH_A-DIN,"October 07, 2025",MH_A,Dinner,450,94,20.89,94.0,,356,53.0,31.0,10.0,0.564,True,True,False,Biometric
ATT-20251007-MH_B-BRE,2025-10-07,MH_B,Breakfast,450,59,13.11,59.0,,391,33.0,19.0,7.0,0.559,True,True,False,Biometric
ATT-20251007-MH_B-LUN,"October 07, 2025",MH_B,Lunch,450,103,22.89,103.0,,347,58.0,34.0,11.0,0.563,True,True,False,Token_System
ATT-20251007-MH_B-SNA,"October 07, 2025",MH_B,Snacks,450,56,12.44,56.0,,394,31.0,18.0,7.0,0.554,True,True,False,Biometric
ATT-20251007-MH_B-DIN,2025-10-07,MH_B,Dinner,450,79,17.56,79.0,,371,45.0,26.0,8.0,0.57,False,True,False,Biometric
ATT-20251007-MH_G-BRE,2025-10-07,MH_G,Breakfast,300,57,19.0,,57.0,243,41.0,12.0,4.0,0.719,False,False,False,Biometric
ATT-20251007-MH_G-LUN,2025-10-07,MH_G,Lunch,300,63,21.0,,63.0,237,45.0,13.0,5.0,0.714,False,False,False,Biometric
ATT-20251007-MH_G-SNA,2025-10-07,MH_G,Snacks,300,15,5.0,,15.0,285,10.0,3.0,2.0,0.667,True,True,False,Biometric
ATT-20251007-MH_G-DIN,2025-10-07,MH_G,Dinner,300,88,29.33,,88.0,212,63.0,19.0,6.0,0.716,True,True,False,Biometric
ATT-20251008-MH_A-BRE,2025-10-08,MH_A,Breakfast,450,203,45.11,203.0,,247,115.0,68.0,20.0,0.567,False,False,False,Biometric
ATT-20251008-MH_A-LUN,2025-10-08,MH_A,Lunch,450,360,80.0,360.0,,90,205.0,120.0,35.0,0.569,True,True,False,Token_System
ATT-20251008-MH_A-SNA,2025-10-08,MH_A,Snacks,450,166,36.89,166.0,,284,94.0,55.0,17.0,0.566,False,True,False,Manual_Count
ATT-20251008-MH_A-DIN,"October 08, 2025",MH_A,Dinner,450,296,65.78,296.0,,154,168.0,99.0,29.0,0.568,True,True,False,Biometric
ATT-20251008-MH_B-BRE,2025-10-08,MH_B,Breakfast,450,208,46.22,208.0,,242,118.0,69.0,21.0,0.567,False,True,False,Biometric
ATT-20251008-MH_B-LUN,2025-10-08,MH_B,Lunch,450,366,81.33,366.0,,84,208.0,122.0,36.0,0.568,True,True,False,Token_System
ATT-20251008-MH_B-SNA,"October 08, 2025",MH_B,Snacks,450,125,27.78,125.0,,325,71.0,41.0,13.0,0.568,True,True,False,Token_System
ATT-20251008-MH_B-DIN,2025-10-08,MH_B,Dinner,450,326,72.44,326.0,,124,185.0,109.0,32.0,0.567,True,True,False,Token_System
ATT-20251008-MH_G-BRE,2025-10-08,MH_G,Breakfast,300,172,57.33,,172.0,128,123.0,37.0,12.0,0.715,True,True,False,Manual_Count
ATT-20251008-MH_G-LUN,"October 08, 2025",MH_G,Lunch,300,250,83.33,,250.0,50,180.0,54.0,16.0,0.72,True,True,False,Biometric
ATT-20251008-MH_G-SNA,2025-10-08,MH_G,Snacks,300,114,38.0,,114.0,186,82.0,24.0,8.0,0.719,False,True,False,Token_System
ATT-20251008-MH_G-DIN,2025-10-08,MH_G,Dinner,300,219,73.0,,219.0,81,157.0,47.0,15.0,0.717,True,True,False,Token_System
ATT-20251009-MH_A-BRE,2025-10-09,MH_A,Breakfast,450,207,46.0,207.0,,243,117.0,69.0,21.0,0.565,True,True,False,Token_System
ATT-20251009-MH_A-LUN,2025-10-09,MH_A,Lunch,450,381,84.67,381.0,,69,217.0,127.0,37.0,0.57,True,True,False,Manual_Count
ATT-20251009-MH_A-SNA,09/10/2025,MH_A,Snacks,450,186,41.33,186.0,,264,106.0,62.0,18.0,0.57,False,True,False,Manual_Count
ATT-20251009-MH_A-DIN,2025-10-09,MH_A,DINNER,450,331,73.56,331.0,,119,188.0,111.0,32.0,0.568,False,True,False,Manual_Count
ATT-20251009-MH_B-BRE,09/10/2025,MH_B,Breakfast,450,271,60.22,271.0,,179,154.0,90.0,27.0,0.568,False,True,False,Biometric
ATT-20251009-MH_B-LUN,09/10/2025,MH_B,Lunch,450,311,69.11,311.0,,139,177.0,104.0,30.0,0.569,True,True,False,Manual_Count
ATT-20251009-MH_B-SNA,2025-10-09,MH_B,Snacks,450,165,36.67,165.0,,285,94.0,55.0,16.0,0.57,True,True,False,Manual_Count
ATT-20251009-MH_B-DIN,2025-10-09,MH_B,Dinner,450,343,76.22,343.0,,107,195.0,115.0,33.0,0.569,False,True,False,Biometric
ATT-20251009-MH_G-BRE,"October 09, 2025",MH_G,Breakfast,300,181,60.33,,181.0,119,130.0,39.0,12.0,0.718,True,False,False,Token_System
